Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg
13258,2025-01-13,Perfume Bottle,Beauty,0.29,0.04,9,4,5,10,True,Air,2260,Mushroom Pkg (Mycelium),2.12,1.639
13259,2025-04-16,Glass Table,Furniture,14.56,5.7,92,62,5,10,False,Road,2560,Mushroom Pkg (Mycelium),7.82,18.637
13260,2025-10-26,Shampoo,Beauty,0.76,0.2,18,8,7,5,True,Road,328,PLA Bioplastic,1.3,0.125
13261,2025-01-08,Sofa (Sectional),Furniture,75.53,281.08,197,87,82,6,False,Road,2213,Wood Crate,113.63,311.015
13262,2025-01-27,Glass Table,Furniture,13.7,5.11,103,62,4,10,False,Road,1647,Mushroom Pkg (Mycelium),7.48,11.282
13263,2025-08-06,Ceramic Vase,Home Decor,1.51,1.26,14,15,30,9,False,Road,560,Mushroom Pkg (Mycelium),2.4,0.423
13264,2025-05-18,Laptop,Electronics,2.32,0.23,32,18,2,8,True,Air,1465,Styrofoam (EPS),2.53,8.497
13265,2025-08-20,Ceramic Vase,Home Decor,1.87,1.3,15,14,31,10,False,Air,1071,Mushroom Pkg (Mycelium),2.75,5.007
13266,2025-09-30,Ceramic Vase,Home Decor,1.19,1.3,15,16,27,9,False,Air,2934,Styrofoam (EPS),2.32,9.536
13267,2025-11-30,Smart Watch,Electronics,0.19,0.0,5,4,1,4,True,Air,947,Corrugated Cardboard,0.88,0.45
13268,2025-03-17,Sneakers,Clothing,0.95,1.3,30,18,12,4,False,Air,2616,Kraft Paper Mailer,1.32,8.502
13269,2025-02-07,Smart Watch,Electronics,0.19,0.0,4,4,1,4,True,Air,1563,Corrugated Cardboard,0.88,0.742
13270,2025-10-16,Winter Jacket,Clothing,1.99,3.91,53,41,9,2,True,Air,1125,Kraft Paper Mailer,1.96,10.997
13271,2025-10-20,Ceramic Vase,Home Decor,2.45,1.3,14,15,31,9,False,Air,1683,Mushroom Pkg (Mycelium),2.78,10.308
13272,2025-11-04,Shampoo,Beauty,0.75,0.22,20,7,8,3,True,Air,2766,PLA Bioplastic,0.9,5.186
13273,2025-08-17,Sofa (Sectional),Furniture,52.04,308.48,211,85,86,8,False,Road,344,Wood Crate,124.99,53.059
13274,2025-08-27,Smartphone,Electronics,0.23,0.0,14,7,0,8,True,Air,1801,Mushroom Pkg (Mycelium),1.69,1.036
13275,2025-09-29,Perfume Bottle,Beauty,0.35,0.04,10,5,4,8,True,Air,2248,Mushroom Pkg (Mycelium),1.74,1.967
13276,2025-08-21,Smart Watch,Electronics,0.17,0.0,5,4,1,4,True,Air,2751,Corrugated Cardboard,0.87,1.169
13277,2025-02-14,T-Shirt,Clothing,0.15,0.1,26,19,1,2,False,Air,2785,Kraft Paper Mailer,0.46,1.044
13278,2025-10-15,Smartphone,Electronics,0.24,0.02,15,7,1,8,True,Road,227,Mushroom Pkg (Mycelium),1.7,0.027
13279,2025-04-16,Perfume Bottle,Beauty,0.21,0.05,10,5,5,10,True,Air,1756,Mushroom Pkg (Mycelium),2.08,0.922
13280,2025-10-16,Sneakers,Clothing,1.08,1.43,31,21,11,4,False,Air,1003,Kraft Paper Mailer,1.37,3.586
13281,2025-01-03,Ceramic Vase,Home Decor,1.5,1.18,14,14,30,9,False,Air,1419,Mushroom Pkg (Mycelium),2.4,5.321
13282,2025-12-16,Office Chair,Furniture,11.15,34.35,63,58,47,4,False,Road,2683,Wood Crate,14.54,46.081
13283,2025-09-10,Ceramic Vase,Home Decor,1.07,1.13,13,15,29,9,False,Air,2212,Mushroom Pkg (Mycelium),2.25,6.249
13284,2025-05-25,Shampoo,Beauty,0.67,0.22,20,7,8,3,True,Air,2273,PLA Bioplastic,0.87,3.807
13285,2025-11-30,Winter Jacket,Clothing,1.48,4.01,53,42,9,2,True,Air,1751,Kraft Paper Mailer,2.0,17.554
13286,2025-06-14,Glass Table,Furniture,19.59,4.18,90,58,4,10,False,Road,614,Mushroom Pkg (Mycelium),9.84,6.014
13287,2025-06-08,Sneakers,Clothing,1.05,1.36,29,18,13,5,False,Road,630,Kraft Paper Mailer,1.54,0.428
13288,2025-05-26,Winter Jacket,Clothing,1.11,4.43,54,41,10,2,True,Air,2566,Kraft Paper Mailer,2.17,28.418
13289,2025-05-21,Perfume Bottle,Beauty,0.48,0.04,10,5,4,9,True,Air,1897,Mushroom Pkg (Mycelium),1.99,2.276
13290,2025-07-27,Sofa (Sectional),Furniture,60.54,282.36,193,95,77,7,False,Road,689,Wood Crate,114.34,97.273
13291,2025-10-08,Smartphone,Electronics,0.35,0.02,15,7,1,9,True,Air,2258,Mushroom Pkg (Mycelium),1.94,1.976
13292,2025-05-30,Smart Watch,Electronics,0.13,0.0,5,5,0,4,True,Air,2306,Styrofoam (EPS),0.85,0.749
13293,2025-07-05,Office Chair,Furniture,13.74,35.64,58,64,48,6,False,Road,1213,Wood Crate,15.46,21.616
13294,2025-06-03,Ceramic Vase,Home Decor,2.94,1.09,13,15,28,10,False,Road,689,PLA Bioplastic,3.18,1.013
13295,2025-12-10,55-Inch TV,Electronics,21.12,8.38,127,66,5,10,True,Road,1605,Mushroom Pkg (Mycelium),10.45,16.949
13296,2025-11-28,Ceramic Vase,Home Decor,2.79,1.18,14,14,30,10,False,Road,102,Mushroom Pkg (Mycelium),3.12,0.142
13297,2025-12-07,Smartphone,Electronics,0.34,0.0,16,6,0,9,True,Air,1463,Mushroom Pkg (Mycelium),1.94,1.244
13298,2025-05-23,Smartphone,Electronics,0.25,0.0,15,7,0,9,True,Air,1828,Mushroom Pkg (Mycelium),1.9,1.143
13299,2025-02-23,Perfume Bottle,Beauty,0.35,0.05,10,5,5,9,True,Road,589,Mushroom Pkg (Mycelium),1.94,0.103
13300,2025-02-01,Perfume Bottle,Beauty,0.43,0.04,9,5,5,8,True,Air,1830,Mushroom Pkg (Mycelium),1.77,1.967
13301,2025-02-22,Smartphone,Electronics,0.37,0.02,14,6,1,8,True,Air,1582,Mushroom Pkg (Mycelium),1.75,1.463
13302,2025-08-30,Glass Table,Furniture,14.87,5.8,100,58,5,9,False,Road,2711,Mushroom Pkg (Mycelium),7.75,20.156
13303,2025-11-11,Smartphone,Electronics,0.39,0.0,15,7,0,8,True,Air,1640,Corrugated Cardboard,1.76,1.599
13304,2025-05-31,Smart Watch,Electronics,0.11,0.0,4,4,0,6,True,Air,2391,Honeycomb Paper,1.24,0.658
13305,2025-11-06,Ceramic Vase,Home Decor,1.02,1.3,16,15,27,10,False,Air,2225,Mushroom Pkg (Mycelium),2.52,7.231
13306,2025-09-30,Smartphone,Electronics,0.33,0.02,15,6,1,8,True,Air,2759,Mushroom Pkg (Mycelium),1.73,2.276
13307,2025-04-17,55-Inch TV,Electronics,24.23,7.03,122,72,4,9,True,Road,343,Mushroom Pkg (Mycelium),11.49,4.155
13308,2025-02-18,Laptop,Electronics,1.76,0.26,31,21,2,7,True,Road,616,Honeycomb Paper,2.1,0.542
13309,2025-04-03,Glass Table,Furniture,12.75,6.68,106,63,5,9,False,Road,461,Mushroom Pkg (Mycelium),6.9,2.939
13310,2025-01-04,Glass Table,Furniture,14.59,5.26,94,56,5,10,False,Road,1768,Mushroom Pkg (Mycelium),7.84,12.898
13311,2025-01-13,Glass Table,Furniture,14.91,4.92,106,58,4,10,False,Road,1392,Mushroom Pkg (Mycelium),7.96,10.377
13312,2025-09-23,Winter Jacket,Clothing,1.17,3.86,46,42,10,2,True,Road,562,Kraft Paper Mailer,1.94,1.085
13313,2025-06-10,Smartphone,Electronics,0.39,0.0,15,6,0,9,True,Air,1964,Mushroom Pkg (Mycelium),1.96,1.915
13314,2025-07-22,Ceramic Vase,Home Decor,1.1,1.25,15,13,32,9,False,Road,695,Mushroom Pkg (Mycelium),2.3,0.434
13315,2025-03-13,Ceramic Vase,Home Decor,2.85,1.16,14,13,32,10,False,Air,1113,Mushroom Pkg (Mycelium),3.14,7.93
13316,2025-05-07,Office Chair,Furniture,12.82,33.63,59,57,50,6,False,Road,1111,Wood Crate,14.65,18.681
13317,2025-07-28,T-Shirt,Clothing,0.17,0.2,24,21,2,1,False,Air,885,Kraft Paper Mailer,0.28,0.443
13318,2025-06-03,Perfume Bottle,Beauty,0.35,0.05,10,5,5,8,True,Road,210,Mushroom Pkg (Mycelium),1.74,0.037
13319,2025-07-13,Office Chair,Furniture,14.67,41.42,59,65,54,6,False,Road,1851,Wood Crate,17.77,38.334
13320,2025-04-20,Laptop,Electronics,2.41,0.11,30,19,1,7,True,Road,551,Honeycomb Paper,2.36,0.664
13321,2025-12-18,Shampoo,Beauty,0.7,0.22,20,8,7,4,True,Air,1713,Bubble Wrap (LDPE),1.08,2.998
13322,2025-09-17,Laptop,Electronics,2.17,0.21,28,19,2,9,True,Air,1638,Mushroom Pkg (Mycelium),2.67,8.886
13323,2025-06-23,Perfume Bottle,Beauty,0.36,0.04,9,5,5,9,True,Air,1310,Mushroom Pkg (Mycelium),1.94,1.179
13324,2025-09-20,Ceramic Vase,Home Decor,2.96,1.14,14,14,29,9,False,Air,1868,Mushroom Pkg (Mycelium),2.98,13.823
13325,2025-08-24,Glass Table,Furniture,13.72,5.77,93,62,5,9,False,Road,121,Mushroom Pkg (Mycelium),7.29,0.83
13326,2025-11-13,Ceramic Vase,Home Decor,2.11,1.26,15,14,30,10,False,Air,1641,Mushroom Pkg (Mycelium),2.84,8.656
13327,2025-03-27,Glass Table,Furniture,16.1,4.94,98,63,4,10,False,Road,1849,Mushroom Pkg (Mycelium),8.44,14.884
13328,2025-07-28,Glass Table,Furniture,13.44,5.24,97,54,5,10,False,Road,433,Mushroom Pkg (Mycelium),7.38,2.91
13329,2025-02-06,Shampoo,Beauty,0.77,0.24,21,7,8,3,True,Air,2192,PLA Bioplastic,0.91,4.22
13330,2025-06-02,Perfume Bottle,Beauty,0.36,0.04,10,4,5,8,True,Air,2181,Mushroom Pkg (Mycelium),1.74,1.963
13331,2025-11-28,Sneakers,Clothing,1.18,1.16,29,20,10,3,False,Air,2246,Kraft Paper Mailer,1.07,6.626
13332,2025-03-08,Smart Watch,Electronics,0.18,0.0,5,4,0,4,True,Air,2437,Corrugated Cardboard,0.87,1.097
13333,2025-05-05,Glass Table,Furniture,16.67,4.53,96,59,4,9,False,Road,1334,Mushroom Pkg (Mycelium),8.47,11.119
13334,2025-07-04,Laptop,Electronics,2.17,0.22,30,18,2,8,True,Road,400,Bubble Wrap (LDPE),2.47,0.434
13335,2025-04-25,Perfume Bottle,Beauty,0.25,0.04,10,4,5,9,True,Air,2387,Mushroom Pkg (Mycelium),1.9,1.492
13336,2025-08-19,Sofa (Sectional),Furniture,48.86,245.28,200,84,73,8,False,Road,1797,Wood Crate,99.71,220.384
13337,2025-08-03,Office Chair,Furniture,12.9,41.24,65,61,52,4,False,Road,1876,PLA Bioplastic,17.3,38.683
13338,2025-04-06,Shampoo,Beauty,0.58,0.19,19,7,7,5,True,Air,2209,PLA Bioplastic,1.23,3.203
13339,2025-08-25,Shampoo,Beauty,0.74,0.23,18,8,8,4,True,Air,2642,PLA Bioplastic,1.1,4.888
13340,2025-06-19,Sofa (Sectional),Furniture,59.11,266.57,189,82,86,5,False,Road,2403,Wood Crate,107.63,320.284
13341,2025-01-16,Shampoo,Beauty,0.76,0.24,19,8,8,5,True,Air,1149,PLA Bioplastic,1.3,2.183
13342,2025-07-25,55-Inch TV,Electronics,18.91,7.94,124,64,5,10,True,Road,77,Mushroom Pkg (Mycelium),9.56,0.728
13343,2025-07-27,55-Inch TV,Electronics,23.31,6.33,113,70,4,9,True,Road,1253,Mushroom Pkg (Mycelium),11.12,14.604
13344,2025-10-18,T-Shirt,Clothing,0.26,0.1,27,18,1,1,False,Air,862,Kraft Paper Mailer,0.3,0.56
13345,2025-12-05,Winter Jacket,Clothing,1.9,4.08,54,42,9,2,True,Air,2104,Kraft Paper Mailer,2.03,21.461
13346,2025-12-19,Smartphone,Electronics,0.21,0.0,14,6,0,9,True,Air,2167,Mushroom Pkg (Mycelium),1.88,1.138
13347,2025-10-30,Glass Table,Furniture,17.39,4.99,96,65,4,9,False,Road,1932,Mushroom Pkg (Mycelium),8.76,16.799
13348,2025-04-04,Sofa (Sectional),Furniture,60.17,256.76,206,82,76,5,False,Road,2205,Wood Crate,103.7,283.078
13349,2025-03-05,Perfume Bottle,Beauty,0.23,0.04,9,4,5,8,True,Air,1958,Mushroom Pkg (Mycelium),1.69,1.126
13350,2025-05-06,Ceramic Vase,Home Decor,1.3,1.05,15,13,27,9,False,Air,2508,Mushroom Pkg (Mycelium),2.32,8.151
13351,2025-12-04,Smart Watch,Electronics,0.11,0.0,5,4,0,6,True,Air,2264,Honeycomb Paper,1.24,0.623
13352,2025-08-09,Shampoo,Beauty,0.68,0.2,18,8,7,5,True,Air,1767,PLA Bioplastic,1.27,3.004
13353,2025-10-03,Office Chair,Furniture,11.15,32.64,56,62,47,4,False,Road,60,Wood Crate,13.86,0.979
13354,2025-03-27,Sofa (Sectional),Furniture,66.6,275.62,198,87,80,8,False,Road,1395,Wood Crate,111.85,192.245
13355,2025-11-12,Sofa (Sectional),Furniture,77.73,271.43,197,83,83,5,False,Road,767,Wood Crate,109.57,104.093
13356,2025-11-30,Shampoo,Beauty,0.7,0.22,20,7,8,3,True,Road,194,PLA Bioplastic,0.88,0.068
13357,2025-02-09,Shampoo,Beauty,1.0,0.21,19,8,7,3,True,Air,1292,PLA Bioplastic,1.0,3.23
13358,2025-08-04,Shampoo,Beauty,0.65,0.27,21,8,8,3,True,Road,530,Honeycomb Paper,0.86,0.172
13359,2025-11-03,Smart Watch,Electronics,0.14,0.0,4,5,1,4,True,Air,1390,Corrugated Cardboard,0.86,0.487
13360,2025-04-23,Smartphone,Electronics,0.36,0.0,13,7,0,6,True,Air,1728,Honeycomb Paper,1.34,1.555
13361,2025-09-17,Perfume Bottle,Beauty,0.5,0.03,10,4,4,8,True,Air,2430,Mushroom Pkg (Mycelium),1.8,3.038
13362,2025-06-05,Sneakers,Clothing,0.88,1.46,32,19,12,3,False,Air,864,Kraft Paper Mailer,1.18,3.154
13363,2025-11-12,Ceramic Vase,Home Decor,1.49,1.3,14,15,31,10,False,Air,2589,Mushroom Pkg (Mycelium),2.6,9.644
13364,2025-02-01,Smart Watch,Electronics,0.15,0.0,4,5,1,5,True,Air,2591,Honeycomb Paper,1.06,0.972
13365,2025-11-29,Ceramic Vase,Home Decor,1.3,1.12,16,13,27,9,False,Air,2950,Mushroom Pkg (Mycelium),2.32,9.588
13366,2025-03-22,T-Shirt,Clothing,0.29,0.1,23,21,1,1,False,Air,1298,Kraft Paper Mailer,0.32,0.941
13367,2025-10-02,55-Inch TV,Electronics,20.85,6.22,108,72,4,9,True,Road,665,Mushroom Pkg (Mycelium),10.14,6.933
13368,2025-03-05,55-Inch TV,Electronics,18.96,8.26,127,65,5,10,True,Road,2055,Mushroom Pkg (Mycelium),9.58,19.481
13369,2025-01-29,Smartphone,Electronics,0.3,0.0,13,6,0,6,True,Road,96,Honeycomb Paper,1.32,0.014
13370,2025-08-07,Glass Table,Furniture,15.18,6.34,99,64,5,9,False,Road,2616,Mushroom Pkg (Mycelium),7.87,19.855
13371,2025-03-07,Shampoo,Beauty,0.98,0.18,18,7,7,4,True,Air,1206,PLA Bioplastic,1.19,2.955
13372,2025-06-04,Ceramic Vase,Home Decor,2.94,1.34,16,15,28,9,False,Air,2081,Mushroom Pkg (Mycelium),2.98,15.295
13373,2025-03-06,Shampoo,Beauty,0.91,0.22,20,7,8,4,True,Road,179,PLA Bioplastic,1.16,0.081
13374,2025-11-08,Smart Watch,Electronics,0.19,0.0,4,5,1,5,True,Air,2304,Honeycomb Paper,1.08,1.094
13375,2025-07-26,Winter Jacket,Clothing,1.11,3.74,52,36,10,4,True,Air,846,Kraft Paper Mailer,2.3,7.91
13376,2025-10-17,Shampoo,Beauty,0.98,0.24,21,7,8,3,True,Air,2090,PLA Bioplastic,0.99,5.12
13377,2025-02-07,Perfume Bottle,Beauty,0.29,0.04,9,5,5,10,True,Air,1341,Mushroom Pkg (Mycelium),2.12,0.972
13378,2025-05-23,Perfume Bottle,Beauty,0.48,0.04,9,5,5,8,True,Air,1057,Mushroom Pkg (Mycelium),1.79,1.268
13379,2025-11-07,Sofa (Sectional),Furniture,44.94,272.52,191,87,82,6,False,Road,1557,Wood Crate,110.21,212.157
13380,2025-04-23,Glass Table,Furniture,14.84,5.05,107,59,4,9,False,Road,1404,Mushroom Pkg (Mycelium),7.74,10.418
13381,2025-08-18,Smartphone,Electronics,0.33,0.02,16,7,1,6,True,Air,2179,Honeycomb Paper,1.33,1.798
13382,2025-08-01,Office Chair,Furniture,10.9,33.13,58,56,51,5,False,Road,1809,Wood Crate,14.25,29.966
13383,2025-01-08,Glass Table,Furniture,15.23,4.75,99,60,4,9,False,Road,1565,Mushroom Pkg (Mycelium),7.89,11.917
13384,2025-11-29,55-Inch TV,Electronics,16.58,7.84,129,76,4,10,True,Road,2013,Mushroom Pkg (Mycelium),8.63,16.688
13385,2025-02-18,55-Inch TV,Electronics,19.33,8.36,113,74,5,10,True,Road,644,Mushroom Pkg (Mycelium),9.73,6.224
13386,2025-09-24,Office Chair,Furniture,10.57,40.14,63,59,54,5,False,Road,2567,Wood Crate,17.06,51.52
13387,2025-02-11,Winter Jacket,Clothing,1.68,3.58,51,39,9,2,True,Air,1191,Kraft Paper Mailer,1.83,10.659
13388,2025-07-31,T-Shirt,Clothing,0.27,0.18,23,20,2,1,False,Road,476,Kraft Paper Mailer,0.31,0.064
13389,2025-03-28,Sofa (Sectional),Furniture,45.56,286.79,212,89,76,7,False,Road,2761,Wood Crate,116.12,395.914
13390,2025-09-03,Office Chair,Furniture,14.2,39.46,58,63,54,4,False,Road,1210,Wood Crate,16.58,23.873
13391,2025-02-19,Smartphone,Electronics,0.21,0.02,16,7,1,6,True,Road,245,Honeycomb Paper,1.28,0.026
13392,2025-06-30,Perfume Bottle,Beauty,0.23,0.04,10,4,5,8,True,Road,190,Mushroom Pkg (Mycelium),1.69,0.022
13393,2025-07-05,Smartphone,Electronics,0.33,0.02,14,7,1,6,True,Air,1501,Honeycomb Paper,1.33,1.238
13394,2025-11-27,55-Inch TV,Electronics,16.43,7.98,114,70,5,10,True,Road,2889,Mushroom Pkg (Mycelium),8.57,23.733
13395,2025-03-24,Glass Table,Furniture,19.41,5.12,100,64,4,10,False,Road,1639,Mushroom Pkg (Mycelium),9.76,15.906
13396,2025-09-10,Sofa (Sectional),Furniture,55.87,262.52,181,98,74,6,False,Road,1931,Wood Crate,106.21,253.463
13397,2025-06-19,Perfume Bottle,Beauty,0.5,0.04,9,5,5,9,True,Road,235,Recycled PET Box,2.0,0.059
13398,2025-10-21,Smartphone,Electronics,0.22,0.0,14,6,0,7,True,Road,72,Honeycomb Paper,1.49,0.008
13399,2025-11-16,Office Chair,Furniture,11.77,37.21,57,64,51,4,False,Road,2942,Wood Crate,15.68,54.736
13400,2025-07-09,Winter Jacket,Clothing,1.49,3.89,54,36,10,3,True,Air,2728,Kraft Paper Mailer,2.16,26.53
13401,2025-10-11,Ceramic Vase,Home Decor,1.46,1.13,14,13,31,9,False,Air,1400,Mushroom Pkg (Mycelium),2.38,5.11
13402,2025-10-05,55-Inch TV,Electronics,22.86,7.17,112,64,5,9,True,Road,1707,Mushroom Pkg (Mycelium),10.94,19.511
13403,2025-08-02,Shampoo,Beauty,0.52,0.21,19,8,7,3,True,Air,974,PLA Bioplastic,0.81,1.266
13404,2025-01-17,Laptop,Electronics,2.22,0.1,29,18,1,7,True,Road,158,Honeycomb Paper,2.29,0.175
13405,2025-09-08,Winter Jacket,Clothing,1.32,3.49,51,38,9,4,True,Air,2875,Kraft Paper Mailer,2.2,25.084
13406,2025-01-03,Perfume Bottle,Beauty,0.3,0.04,10,5,4,8,True,Road,755,Mushroom Pkg (Mycelium),1.72,0.113
13407,2025-05-30,Shampoo,Beauty,0.6,0.2,18,7,8,5,True,Air,1244,PLA Bioplastic,1.24,1.866
13408,2025-11-28,Shampoo,Beauty,0.81,0.24,19,8,8,5,True,Air,1461,PLA Bioplastic,1.32,2.959
13409,2025-12-29,Glass Table,Furniture,18.39,6.24,99,63,5,9,False,Road,969,Mushroom Pkg (Mycelium),9.16,8.91
13410,2025-07-08,Smartphone,Electronics,0.4,0.0,15,6,0,9,True,Air,2731,Mushroom Pkg (Mycelium),1.96,2.731
13411,2025-09-18,Glass Table,Furniture,19.5,5.5,100,55,5,10,False,Road,628,Mushroom Pkg (Mycelium),9.8,6.123
13412,2025-01-23,Ceramic Vase,Home Decor,1.07,1.18,15,14,28,10,False,Air,2048,Mushroom Pkg (Mycelium),2.47,6.042
13413,2025-08-23,Laptop,Electronics,1.84,0.23,32,18,2,9,True,Air,1219,Mushroom Pkg (Mycelium),2.54,5.607
13414,2025-06-09,Shampoo,Beauty,0.81,0.23,18,8,8,5,True,Air,2613,PLA Bioplastic,1.32,5.291
13415,2025-12-24,Ceramic Vase,Home Decor,1.11,1.39,14,16,31,9,False,Air,2656,Mushroom Pkg (Mycelium),2.36,9.23
13416,2025-01-03,Shampoo,Beauty,0.81,0.21,19,8,7,4,True,Air,2474,PLA Bioplastic,1.12,5.01
13417,2025-05-01,Smartphone,Electronics,0.32,0.02,14,7,1,9,True,Road,732,Mushroom Pkg (Mycelium),1.93,0.117
13418,2025-04-27,Sofa (Sectional),Furniture,61.48,227.09,190,83,72,6,False,Road,818,Wood Crate,92.04,92.88
13419,2025-10-11,Smart Watch,Electronics,0.17,0.0,5,4,1,4,True,Air,2773,Corrugated Cardboard,0.87,1.179
13420,2025-01-16,Smartphone,Electronics,0.21,0.02,13,7,1,9,True,Road,652,Mushroom Pkg (Mycelium),1.88,0.068
13421,2025-04-02,Office Chair,Furniture,13.26,37.8,63,60,50,5,False,Road,1483,Wood Crate,16.12,28.029
13422,2025-01-26,Winter Jacket,Clothing,1.94,3.7,49,42,9,2,True,Air,1889,Kraft Paper Mailer,1.88,17.473
13423,2025-05-21,Sneakers,Clothing,1.04,1.61,32,21,12,5,False,Air,1593,Kraft Paper Mailer,1.64,6.412
13424,2025-11-24,Shampoo,Beauty,0.8,0.27,21,8,8,4,True,Road,784,PLA Bioplastic,1.12,0.314
13425,2025-04-02,Shampoo,Beauty,0.86,0.2,20,7,7,5,True,Air,2933,Bubble Wrap (LDPE),1.34,6.306
13426,2025-09-17,Laptop,Electronics,2.49,0.11,28,19,1,9,True,Air,1685,Mushroom Pkg (Mycelium),2.8,10.489
13427,2025-08-02,Laptop,Electronics,2.39,0.1,28,18,1,8,True,Air,2798,Mushroom Pkg (Mycelium),2.56,16.718
13428,2025-03-31,Perfume Bottle,Beauty,0.49,0.05,10,5,5,8,True,Air,2970,Mushroom Pkg (Mycelium),1.8,3.638
13429,2025-09-05,Glass Table,Furniture,16.03,5.87,103,57,5,10,False,Road,399,Mushroom Pkg (Mycelium),8.41,3.198
13430,2025-09-18,Sneakers,Clothing,1.15,1.13,27,19,11,3,False,Road,635,Kraft Paper Mailer,1.06,0.365
13431,2025-11-20,Winter Jacket,Clothing,1.92,3.31,46,36,10,4,True,Air,2587,Kraft Paper Mailer,2.12,21.407
13432,2025-10-05,Laptop,Electronics,1.9,0.12,32,19,1,9,True,Road,150,Mushroom Pkg (Mycelium),2.56,0.143
13433,2025-10-24,Smart Watch,Electronics,0.16,0.0,4,5,1,5,True,Road,692,Honeycomb Paper,1.06,0.055
13434,2025-05-21,Perfume Bottle,Beauty,0.41,0.04,9,5,5,9,True,Air,2462,Mushroom Pkg (Mycelium),1.96,2.524
13435,2025-05-19,Sneakers,Clothing,1.14,1.3,27,20,12,4,False,Air,1318,Kraft Paper Mailer,1.32,4.284
13436,2025-01-31,Ceramic Vase,Home Decor,2.15,0.98,13,14,27,9,False,Air,1103,Mushroom Pkg (Mycelium),2.66,5.929
13437,2025-09-07,Ceramic Vase,Home Decor,1.59,1.3,16,15,27,10,False,Road,423,Mushroom Pkg (Mycelium),2.64,0.336
13438,2025-02-04,Glass Table,Furniture,16.04,5.0,106,59,4,9,False,Road,678,Mushroom Pkg (Mycelium),8.22,5.438
13439,2025-06-25,Smart Watch,Electronics,0.12,0.0,4,4,0,5,True,Air,1542,Honeycomb Paper,1.05,0.463
13440,2025-07-07,Smartphone,Electronics,0.27,0.02,15,6,1,6,True,Road,580,Honeycomb Paper,1.31,0.078
13441,2025-05-07,Winter Jacket,Clothing,1.74,3.63,49,37,10,3,True,Road,172,Mushroom Pkg (Mycelium),2.05,0.312
13442,2025-11-03,Smart Watch,Electronics,0.13,0.0,4,4,1,4,True,Air,1429,Corrugated Cardboard,0.85,0.464
13443,2025-12-03,Perfume Bottle,Beauty,0.45,0.04,9,5,4,8,True,Road,761,Mushroom Pkg (Mycelium),1.78,0.171
13444,2025-09-21,T-Shirt,Clothing,0.27,0.11,27,20,1,1,False,Air,1710,Kraft Paper Mailer,0.31,1.154
13445,2025-03-29,Sofa (Sectional),Furniture,54.19,263.2,211,81,77,7,False,Road,2757,Wood Crate,106.68,362.821
13446,2025-04-16,Sofa (Sectional),Furniture,61.18,305.56,209,86,85,8,False,Road,505,Wood Crate,123.82,77.154
13447,2025-01-07,Laptop,Electronics,2.43,0.12,29,20,1,7,True,Air,1268,Honeycomb Paper,2.37,7.703
13448,2025-05-29,Office Chair,Furniture,10.38,33.18,64,54,48,6,False,Road,2220,Wood Crate,14.47,36.83
13449,2025-03-14,T-Shirt,Clothing,0.24,0.09,22,20,1,1,False,Air,2968,Kraft Paper Mailer,0.3,1.781
13450,2025-05-18,Ceramic Vase,Home Decor,2.64,1.02,14,13,28,10,False,Air,2715,Mushroom Pkg (Mycelium),3.06,17.919
13451,2025-03-02,T-Shirt,Clothing,0.25,0.09,24,18,1,1,False,Air,2323,Kraft Paper Mailer,0.3,1.452
13452,2025-05-14,Ceramic Vase,Home Decor,2.71,1.06,14,13,29,9,False,Air,2682,Mushroom Pkg (Mycelium),2.88,18.171
13453,2025-01-15,Winter Jacket,Clothing,1.78,4.08,54,42,9,4,True,Air,2354,Kraft Paper Mailer,2.43,24.011
13454,2025-12-31,T-Shirt,Clothing,0.23,0.22,26,21,2,2,False,Air,2321,Kraft Paper Mailer,0.49,1.335
13455,2025-05-06,Ceramic Vase,Home Decor,1.61,1.06,14,13,29,10,False,Air,1541,Mushroom Pkg (Mycelium),2.64,6.203
13456,2025-08-10,T-Shirt,Clothing,0.28,0.09,23,19,1,1,False,Air,2651,Kraft Paper Mailer,0.31,1.856
13457,2025-12-30,Ceramic Vase,Home Decor,2.83,1.3,16,14,29,9,False,Air,1751,Mushroom Pkg (Mycelium),2.93,12.388
13458,2025-03-14,Perfume Bottle,Beauty,0.46,0.03,10,4,4,9,True,Road,701,Mushroom Pkg (Mycelium),1.98,0.161
13459,2025-08-05,Sofa (Sectional),Furniture,58.56,284.83,184,90,86,8,False,Road,2318,Wood Crate,115.53,330.118
13460,2025-04-24,Smartphone,Electronics,0.22,0.0,15,7,0,6,True,Air,2083,Honeycomb Paper,1.29,1.146
13461,2025-10-01,Smartphone,Electronics,0.4,0.0,16,7,0,9,True,Air,2703,Mushroom Pkg (Mycelium),1.96,2.703
13462,2025-12-12,Office Chair,Furniture,14.34,33.93,58,65,45,4,False,Road,2236,Wood Crate,14.37,37.934
13463,2025-10-13,Sneakers,Clothing,0.87,1.34,28,20,12,5,False,Air,1946,Kraft Paper Mailer,1.54,6.519
13464,2025-11-12,Office Chair,Furniture,14.26,36.11,56,62,52,6,False,Road,1086,Wood Crate,15.64,19.608
13465,2025-04-18,Smart Watch,Electronics,0.19,0.0,5,4,0,4,True,Air,986,Corrugated Cardboard,0.88,0.468
